# Time                    	SLA (m)
1995-09-01T05:31:52.33943	 -0.009255
1995-09-10T01:50:25.70170	 -0.006782
1995-09-18T19:27:21.93022	 -0.001379
1995-09-27T08:32:35.77361	 -0.002894
1995-10-06T07:51:01.66831	 -0.009621
1995-10-15T00:21:26.46545	 -0.008377
1995-10-23T19:43:34.53848	 -0.007155
1995-11-01T09:26:59.20540	 -0.011739
1995-11-10T06:54:37.37493	 -0.014526
1995-11-19T07:44:05.10793	 -0.010522
1995-11-27T19:47:51.11510	 -0.009098
1995-12-06T10:37:07.20523	 -0.013161
1995-12-15T07:30:29.61620	 -0.005843
1995-12-24T03:11:50.79716	 -0.003218
1996-01-01T17:58:17.09073	 -0.005347
1996-01-10T03:59:31.29550	 -0.006869
1996-01-19T07:10:11.30513	 -0.012165
1996-01-28T01:23:33.01476	 -0.012829
1996-02-05T19:25:45.23581	 -0.012847
1996-02-14T10:22:10.23750	 -0.005918
1996-02-23T07:30:32.81548	 -0.004726
1996-03-03T02:04:37.52681	 -0.009043
1996-03-11T19:44:24.08922	 -0.013733
1996-03-20T08:42:49.61745	 -0.018949
1996-03-29T22:45:10.58689	 -0.010193
1996-04-07T02:06:13.98243	 -0.011341
1996-04-15T18:20:12.40231	 -0.010030
1996-04-24T12:44:01.40374	 -0.004920
1996-05-03T08:24:16.89640	 -0.005998
1996-05-12T00:04:46.19842	 -0.003470
1996-05-20T19:10:49.51753	 -0.005847
1996-05-29T13:23:25.97965	 -0.004158
