# Time                    	SLA (m)
1995-05-14T09:08:37.74462	NaN
1995-05-20T03:43:02.46215	NaN
1995-05-28T23:41:50.63271	NaN
1995-06-06T23:04:58.21428	NaN
1995-06-15T10:29:37.54027	NaN
1995-06-24T07:11:56.06395	NaN
1995-07-03T00:08:14.78641	NaN
1995-07-11T18:10:57.85498	NaN
1995-07-20T11:44:32.99891	NaN
1995-07-29T02:48:07.95302	NaN
1995-08-07T00:44:52.73780	NaN
1995-08-15T20:17:52.57267	NaN
1995-08-24T13:10:12.08096	NaN
1995-09-02T04:04:29.89551	NaN
1995-09-11T00:32:26.34822	NaN
1995-09-19T19:46:08.69871	NaN
1995-09-28T03:06:55.17876	NaN
1995-10-07T06:33:30.70800	NaN
1995-10-16T01:39:52.85780	NaN
1995-10-24T19:41:46.39399	NaN
1995-11-02T10:19:04.57211	NaN
1995-11-10T21:23:00.22606	NaN
1995-11-20T01:05:59.62620	NaN
1995-11-28T23:08:44.94313	 -0.003854
1995-12-07T12:27:48.53841	 -0.011712
1995-12-16T08:51:32.08297	 -0.000491
1995-12-25T08:11:28.91382	  0.000644
1996-01-03T00:52:56.08015	 -0.004488
1996-01-10T23:14:30.49826	  0.002946
1996-01-20T07:24:42.17915	 -0.015054
1996-01-30T22:38:18.41384	 -0.009787
1996-02-06T18:48:57.69862	 -0.007972
1996-02-15T09:45:16.50451	 -0.005658
1996-02-24T07:29:23.23079	 -0.008081
1996-03-04T00:41:02.74780	 -0.011007
1996-03-12T20:43:14.75346	 -0.014206
1996-03-21T03:06:21.70122	 -0.012713
1996-03-30T11:44:08.29269	 -0.006447
1996-04-08T01:08:51.42708	 -0.006601
1996-04-16T19:10:46.69133	 -0.005681
1996-04-25T10:01:54.01920	 -0.002358
1996-05-04T07:19:17.93924	 -0.000724
1996-05-13T03:33:48.43265	 -0.001981
1996-05-21T19:00:14.47767	 -0.003753
1996-05-30T15:57:19.03972	 -0.004554
1996-06-08T06:45:37.24147	 -0.011637
1996-06-17T00:08:41.99993	 -0.004130
1996-06-25T16:59:02.29624	 -0.000677
1996-07-04T13:33:32.44263	 -0.003114
1996-07-13T07:36:21.43253	 -0.004078
1996-07-22T01:39:23.11183	 -0.002088
1996-07-30T19:50:44.30588	 -0.002253
1996-08-08T14:17:57.02062	 -0.001868
1996-08-17T03:51:38.02395	 -0.010902
1996-08-26T01:30:18.79821	 -0.012158
1996-09-03T19:42:12.29520	 -0.017164
1996-09-12T13:06:34.56474	 -0.007679
1996-09-21T05:56:23.58869	  0.000646
1996-09-30T01:45:33.11085	  0.003350
1996-10-08T18:50:46.04279	 -0.004807
1996-10-17T13:09:40.48124	 -0.007201
1996-10-26T08:04:16.82351	 -0.001306
1996-11-04T02:16:46.31294	 -0.001915
1996-11-12T19:22:34.93759	 -0.003236
1996-11-21T14:05:57.82937	 -0.008786
1996-11-30T05:39:04.86101	 -0.004409
1996-12-09T05:55:14.27047	 -0.007614
1996-12-17T13:44:38.53748	 -0.008030
1996-12-26T13:33:48.32000	 -0.004199
1997-01-04T07:27:40.09031	 -0.002544
1997-01-13T01:15:45.31912	 -0.003186
1997-01-21T18:49:03.37341	 -0.008458
1997-01-30T12:20:35.81558	 -0.007879
1997-02-08T07:26:11.39106	 -0.016355
1997-02-17T15:48:01.98173	  0.003615
1997-02-25T20:29:38.40954	 -0.007731
1997-03-04T20:32:30.28617	 -0.009524
1997-03-16T12:49:45.10124	 -0.010232
1997-03-24T01:35:11.25012	 -0.011412
1997-04-01T20:27:09.30796	 -0.004715
1997-04-10T13:11:44.45864	 -0.008956
1997-04-19T02:38:46.55967	 -0.014909
1997-04-27T23:50:02.85341	 -0.010960
1997-05-06T19:56:12.25440	 -0.008997
1997-05-15T17:12:04.30670	 -0.009928
1997-05-24T07:14:27.48810	 -0.006381
1997-06-02T00:42:18.07835	 -0.004277
1997-06-10T19:23:35.75363	 -0.004154
1997-06-19T12:27:34.24489	 -0.002857
1997-06-28T07:25:18.01416	 -0.007323
1997-07-07T03:35:39.29123	 -0.000891
1997-07-15T19:37:53.14807	 -0.001092
1997-07-24T09:37:05.20784	 -0.002537
1997-08-02T07:11:21.60157	 -0.001044
1997-08-10T23:48:03.56453	  0.000009
1997-08-19T19:05:37.06230	 -0.003969
1997-08-28T12:44:16.33515	 -0.000433
1997-09-06T07:03:35.54857	  0.000153
1997-09-15T01:20:57.15762	  0.004240
1997-09-23T18:58:12.31797	  0.004181
1997-10-02T11:45:57.81087	  0.004223
1997-10-11T07:27:29.89510	  0.002800
1997-10-20T00:24:32.01693	 -0.001846
1997-10-28T19:14:05.02144	 -0.001402
1997-11-06T14:00:46.81455	  0.003540
1997-11-15T07:00:39.52205	 -0.005136
1997-11-23T21:30:32.45196	 -0.005459
1997-12-02T17:41:12.64793	 -0.004643
1997-12-11T14:05:06.81803	 -0.008444
1997-12-20T07:42:38.95153	 -0.002624
1997-12-29T00:38:50.45641	 -0.006226
1998-01-06T18:36:05.15689	 -0.002592
1998-01-15T13:19:28.84431	 -0.002063
1998-01-24T07:39:42.63114	  0.000129
1998-02-02T01:18:00.43338	 -0.003332
1998-02-10T18:40:19.26756	 -0.004447
1998-02-19T12:32:44.43220	  0.003194
1998-02-28T07:36:28.71090	 -0.003986
1998-03-09T01:08:57.57127	 -0.001853
1998-03-17T21:40:31.00040	  0.002026
1998-03-24T23:46:06.97678	  0.003163
1998-04-07T21:10:13.74728	NaN
1998-04-13T01:31:21.37853	  0.002594
1998-04-21T18:10:13.09400	  0.002566
1998-04-30T13:37:13.52596	  0.002145
1998-05-09T07:34:58.73217	  0.001136
1998-05-18T00:59:19.30586	  0.003225
1998-05-26T19:38:14.71884	  0.001194
1998-06-04T00:51:13.57076	 -0.006313
1998-06-13T08:04:19.30156	 -0.003772
1998-06-22T00:48:41.66980	 -0.001589
1998-06-30T18:57:01.73275	  0.003121
1998-07-09T13:13:49.04314	  0.003322
1998-07-18T08:18:02.57902	 -0.005016
1998-07-27T00:32:49.22842	 -0.000503
1998-08-04T18:45:57.91952	  0.004754
1998-08-13T12:56:16.88780	  0.002969
1998-08-22T07:04:53.24054	  0.002067
1998-08-31T03:58:22.10716	 -0.001124
1998-09-08T19:02:25.31975	 -0.001332
1998-09-17T17:43:21.30806	 -0.000551
1998-09-26T02:57:09.86005	 -0.001564
1998-10-05T01:26:38.91579	 -0.008904
1998-10-13T19:21:49.60794	 -0.005781
1998-10-22T11:11:56.57132	 -0.007278
1998-10-31T07:13:09.24342	  0.000716
1998-11-09T01:24:56.40604	 -0.002194
1998-11-17T18:01:00.82524	 -0.004927
1998-11-27T05:47:31.96516	 -0.009156
1998-12-05T07:10:19.27860	 -0.001466
1998-12-14T00:56:29.43338	 -0.005563
1998-12-22T18:52:01.38550	 -0.006542
1998-12-31T12:36:31.21923	 -0.005655
1999-01-09T08:10:16.26377	 -0.003240
1999-01-18T01:41:43.37107	 -0.006147
1999-01-26T17:26:05.38869	 -0.011297
1999-02-04T13:25:02.40761	 -0.005595
1999-02-13T07:16:00.25141	 -0.000949
1999-02-22T01:28:32.93810	 -0.005142
1999-03-02T19:53:48.17015	 -0.006349
1999-03-11T13:59:29.26881	 -0.009133
1999-03-20T06:32:27.03168	 -0.004453
1999-03-29T01:48:48.44842	 -0.000073
1999-04-06T18:53:11.64884	 -0.005548
1999-04-15T13:00:43.38830	 -0.005048
1999-04-24T06:23:35.60096	 -0.001250
1999-05-03T00:08:43.46204	 -0.002942
1999-05-11T22:54:10.43314	 -0.000421
1999-05-20T13:32:58.14043	  0.001289
1999-05-29T03:43:28.79057	  0.001866
1999-06-07T01:33:00.90337	 -0.004410
