# Time             	SLA (m)   	SLA rms (m)	SLA fit (m)
2024-03-07T00:00:00	  0.090868	  0.001826	  0.087221
2024-03-17T00:00:00	  0.092075	  0.001427	  0.087342
2024-03-27T00:00:00	  0.091216	  0.001408	  0.087464
2024-04-06T00:00:00	  0.088130	  0.000521	  0.087585
2024-04-16T00:00:00	  0.088180	  0.001048	  0.087706
2024-04-26T00:00:00	  0.088270	  0.001377	  0.087828
2024-05-06T00:00:00	  0.088837	  0.001331	  0.087949
2024-05-16T00:00:00	  0.090393	  0.000646	  0.088071
2024-05-26T00:00:00	  0.090042	  0.000797	  0.088192
2024-06-05T00:00:00	  0.090546	  0.000891	  0.088314
2024-06-15T00:00:00	  0.090808	  0.000684	  0.088436
2024-06-25T00:00:00	  0.087433	  0.001880	  0.088558
2024-07-05T00:00:00	  0.087396	  0.002041	  0.088679
2024-07-15T00:00:00	  0.088339	  0.000792	  0.088801
2024-07-25T00:00:00	  0.086379	  0.000390	  0.088923
2024-08-04T00:00:00	  0.085193	  0.000441	  0.089045
2024-08-14T00:00:00	  0.085791	  0.000311	  0.089167
2024-08-24T00:00:00	  0.086659	  0.001627	  0.089289
2024-09-03T00:00:00	  0.086208	  0.002430	  0.089411
