# Time             	SLA (m)   	SLA rms (m)	SLA fit (m)
1992-01-05T00:00:00	 -0.041622	  0.001974	 -0.020093
1992-01-15T00:00:00	 -0.037334	  0.001974	 -0.020031
1992-01-25T00:00:00	 -0.028838	  0.001974	 -0.019970
1992-02-04T00:00:00	 -0.019582	  0.001974	 -0.019908
1992-02-14T00:00:00	 -0.027261	  0.001974	 -0.019846
1992-02-24T00:00:00	 -0.029259	  0.001974	 -0.019785
1992-03-05T00:00:00	 -0.022730	  0.001974	 -0.019723
1992-03-15T00:00:00	 -0.024169	  0.001974	 -0.019661
1992-03-25T00:00:00	 -0.029367	  0.001974	 -0.019599
1992-04-04T00:00:00	NaN	NaN	 -0.019538
1992-04-14T00:00:00	NaN	NaN	 -0.019476
1992-04-24T00:00:00	NaN	NaN	 -0.019414
1992-05-04T00:00:00	NaN	NaN	 -0.019352
1992-05-14T00:00:00	NaN	NaN	 -0.019290
1992-05-24T00:00:00	NaN	NaN	 -0.019228
1992-06-03T00:00:00	NaN	NaN	 -0.019165
1992-06-13T00:00:00	NaN	NaN	 -0.019103
1992-06-23T00:00:00	NaN	NaN	 -0.019041
1992-07-03T00:00:00	NaN	NaN	 -0.018979
1992-07-13T00:00:00	 -0.021351	  0.001974	 -0.018916
1992-07-23T00:00:00	 -0.013017	  0.001974	 -0.018854
1992-08-02T00:00:00	 -0.013419	  0.001974	 -0.018791
1992-08-12T00:00:00	 -0.012721	  0.001974	 -0.018729
1992-08-22T00:00:00	 -0.014769	  0.001974	 -0.018666
1992-09-01T00:00:00	 -0.019281	  0.001974	 -0.018604
1992-09-11T00:00:00	 -0.024169	  0.001974	 -0.018541
1992-09-21T00:00:00	 -0.023378	  0.001974	 -0.018478
1992-10-01T00:00:00	 -0.021355	  0.001974	 -0.018415
1992-10-11T00:00:00	 -0.022212	  0.001974	 -0.018352
1992-10-21T00:00:00	 -0.016946	  0.001974	 -0.018290
1992-10-31T00:00:00	 -0.016008	  0.001974	 -0.018227
1992-11-10T00:00:00	 -0.018709	  0.001974	 -0.018164
1992-11-20T00:00:00	 -0.021416	  0.001974	 -0.018101
1992-11-30T00:00:00	 -0.018580	  0.001974	 -0.018038
1992-12-10T00:00:00	 -0.022867	  0.001274	 -0.017974
1992-12-20T00:00:00	 -0.020256	  0.001552	 -0.017911
1992-12-30T00:00:00	 -0.024478	  0.000530	 -0.017848
1993-01-09T00:00:00	 -0.028578	  0.003927	 -0.017785
1993-01-19T00:00:00	 -0.028156	  0.003797	 -0.017721
1993-01-29T00:00:00	 -0.022016	  0.001825	 -0.017658
1993-02-08T00:00:00	 -0.024082	  0.001166	 -0.017595
1993-02-18T00:00:00	 -0.024742	  0.002781	 -0.017531
1993-02-28T00:00:00	 -0.023516	  0.002132	 -0.017468
1993-03-10T00:00:00	 -0.024863	  0.003696	 -0.017404
1993-03-20T00:00:00	 -0.023098	  0.002283	 -0.017340
1993-03-30T00:00:00	 -0.023423	  0.002360	 -0.017277
1993-04-09T00:00:00	 -0.023742	  0.002982	 -0.017213
1993-04-19T00:00:00	 -0.022684	  0.003254	 -0.017149
1993-04-29T00:00:00	 -0.021157	  0.002426	 -0.017085
1993-05-09T00:00:00	 -0.022428	  0.001714	 -0.017021
1993-05-19T00:00:00	 -0.022272	  0.000498	 -0.016957
1993-05-29T00:00:00	 -0.022993	  0.001279	 -0.016893
1993-06-08T00:00:00	 -0.021317	  0.000421	 -0.016829
1993-06-18T00:00:00	 -0.017615	  0.001526	 -0.016765
1993-06-28T00:00:00	 -0.015729	  0.002620	 -0.016701
1993-07-08T00:00:00	 -0.016838	  0.002004	 -0.016637
1993-07-18T00:00:00	 -0.017872	  0.001284	 -0.016573
1993-07-28T00:00:00	 -0.019200	  0.001984	 -0.016508
1993-08-07T00:00:00	 -0.020615	  0.001050	 -0.016444
1993-08-17T00:00:00	 -0.019222	  0.001457	 -0.016379
1993-08-27T00:00:00	 -0.018542	  0.000942	 -0.016315
1993-09-06T00:00:00	 -0.020814	  0.000315	 -0.016250
1993-09-16T00:00:00	 -0.019828	  0.002719	 -0.016186
1993-09-26T00:00:00	 -0.020556	  0.001313	 -0.016121
1993-10-06T00:00:00	 -0.018735	  0.000604	 -0.016057
1993-10-16T00:00:00	 -0.018385	  0.000607	 -0.015992
1993-10-26T00:00:00	 -0.018669	  0.000078	 -0.015927
1993-11-05T00:00:00	 -0.020023	  0.001318	 -0.015862
1993-11-15T00:00:00	 -0.021332	  0.000547	 -0.015797
1993-11-25T00:00:00	 -0.021772	  0.000071	 -0.015733
1993-12-05T00:00:00	 -0.019762	  0.000663	 -0.015668
1993-12-15T00:00:00	 -0.015882	  0.000955	 -0.015603
1993-12-25T00:00:00	 -0.012575	  0.002057	 -0.015538
1994-01-04T00:00:00	 -0.016721	  0.001355	 -0.015472
1994-01-14T00:00:00	 -0.017499	  0.000435	 -0.015407
1994-01-24T00:00:00	 -0.016037	  0.001219	 -0.015342
1994-02-03T00:00:00	 -0.017123	  0.001898	 -0.015277
1994-02-13T00:00:00	 -0.019928	  0.001898	 -0.015211
1994-02-23T00:00:00	 -0.020299	  0.001606	 -0.015146
1994-03-05T00:00:00	 -0.018241	  0.002922	 -0.015081
1994-03-15T00:00:00	 -0.018669	  0.004062	 -0.015015
1994-03-25T00:00:00	 -0.018177	  0.006299	 -0.014950
1994-04-04T00:00:00	 -0.016372	  0.003704	 -0.014884
1994-04-14T00:00:00	 -0.013085	  0.000437	 -0.014818
1994-04-24T00:00:00	 -0.014115	  0.000368	 -0.014753
1994-05-04T00:00:00	 -0.014735	  0.000948	 -0.014687
1994-05-14T00:00:00	 -0.016248	  0.000826	 -0.014621
1994-05-24T00:00:00	 -0.017879	  0.000216	 -0.014555
1994-06-03T00:00:00	 -0.017575	  0.000466	 -0.014489
1994-06-13T00:00:00	 -0.014961	  0.000265	 -0.014424
1994-06-23T00:00:00	 -0.015816	  0.001213	 -0.014358
1994-07-03T00:00:00	 -0.018121	  0.001462	 -0.014291
1994-07-13T00:00:00	 -0.016010	  0.001078	 -0.014225
1994-07-23T00:00:00	 -0.014269	  0.002807	 -0.014159
1994-08-02T00:00:00	 -0.012749	  0.003517	 -0.014093
1994-08-12T00:00:00	 -0.012871	  0.003706	 -0.014027
1994-08-22T00:00:00	 -0.013084	  0.003907	 -0.013961
1994-09-01T00:00:00	 -0.012440	  0.004062	 -0.013894
1994-09-11T00:00:00	 -0.014584	  0.000618	 -0.013828
1994-09-21T00:00:00	 -0.014837	  0.000634	 -0.013761
1994-10-01T00:00:00	 -0.012376	  0.002926	 -0.013695
1994-10-11T00:00:00	 -0.013181	  0.002081	 -0.013628
1994-10-21T00:00:00	 -0.013644	  0.001023	 -0.013562
1994-10-31T00:00:00	 -0.012448	  0.002088	 -0.013495
1994-11-10T00:00:00	 -0.012753	  0.001550	 -0.013428
1994-11-20T00:00:00	 -0.016185	  0.000162	 -0.013362
1994-11-30T00:00:00	 -0.016974	  0.000924	 -0.013295
1994-12-10T00:00:00	 -0.014442	  0.001926	 -0.013228
1994-12-20T00:00:00	 -0.010604	  0.000741	 -0.013161
1994-12-30T00:00:00	 -0.010346	  0.000521	 -0.013094
1995-01-09T00:00:00	 -0.009487	  0.001216	 -0.013027
1995-01-19T00:00:00	 -0.009994	  0.001192	 -0.012960
1995-01-29T00:00:00	 -0.008984	  0.001917	 -0.012893
1995-02-08T00:00:00	 -0.010666	  0.000828	 -0.012826
1995-02-18T00:00:00	 -0.012591	  0.001853	 -0.012759
1995-02-28T00:00:00	 -0.008738	  0.001475	 -0.012691
1995-03-10T00:00:00	 -0.004528	  0.001091	 -0.012624
1995-03-20T00:00:00	 -0.005911	  0.000376	 -0.012557
1995-03-30T00:00:00	 -0.012546	  0.001293	 -0.012489
1995-04-09T00:00:00	 -0.010537	  0.000300	 -0.012422
1995-04-19T00:00:00	 -0.008500	  0.000714	 -0.012354
1995-04-29T00:00:00	 -0.009577	  0.000424	 -0.012287
1995-05-09T00:00:00	 -0.011631	  0.000317	 -0.012219
1995-05-19T00:00:00	 -0.011512	  0.000481	 -0.012151
1995-05-29T00:00:00	 -0.009304	  0.000757	 -0.012084
1995-06-08T00:00:00	 -0.007225	  0.001745	 -0.012016
1995-06-18T00:00:00	 -0.008836	  0.001289	 -0.011948
1995-06-28T00:00:00	 -0.011772	  0.000910	 -0.011880
1995-07-08T00:00:00	 -0.012631	  0.002598	 -0.011812
1995-07-18T00:00:00	 -0.012411	  0.002528	 -0.011744
1995-07-28T00:00:00	 -0.011858	  0.001658	 -0.011676
1995-08-07T00:00:00	 -0.008201	  0.004983	 -0.011608
1995-08-17T00:00:00	 -0.008771	  0.002671	 -0.011540
1995-08-27T00:00:00	 -0.011245	  0.000608	 -0.011472
1995-09-06T00:00:00	 -0.009525	  0.001568	 -0.011404
1995-09-16T00:00:00	 -0.005294	  0.001917	 -0.011335
1995-09-26T00:00:00	 -0.003693	  0.001101	 -0.011267
1995-10-06T00:00:00	 -0.009054	  0.000271	 -0.011199
1995-10-16T00:00:00	 -0.009539	  0.001343	 -0.011130
1995-10-26T00:00:00	 -0.009388	  0.000758	 -0.011062
1995-11-05T00:00:00	 -0.011569	  0.001390	 -0.010993
1995-11-15T00:00:00	 -0.010842	  0.001641	 -0.010925
1995-11-25T00:00:00	 -0.006675	  0.002266	 -0.010856
1995-12-05T00:00:00	 -0.009813	  0.001649	 -0.010787
1995-12-15T00:00:00	 -0.005361	  0.001680	 -0.010719
1995-12-25T00:00:00	 -0.002705	  0.002003	 -0.010650
1996-01-04T00:00:00	 -0.005233	  0.001953	 -0.010581
1996-01-14T00:00:00	 -0.007264	  0.002811	 -0.010512
1996-01-24T00:00:00	 -0.012175	  0.001086	 -0.010443
1996-02-03T00:00:00	 -0.010274	  0.001805	 -0.010374
1996-02-13T00:00:00	 -0.007079	  0.000498	 -0.010305
1996-02-23T00:00:00	 -0.005752	  0.001313	 -0.010236
1996-03-04T00:00:00	 -0.008912	  0.002155	 -0.010167
1996-03-14T00:00:00	 -0.012376	  0.003200	 -0.010098
1996-03-24T00:00:00	 -0.011104	  0.003461	 -0.010029
1996-04-03T00:00:00	 -0.008246	  0.001831	 -0.009959
1996-04-13T00:00:00	 -0.008297	  0.001802	 -0.009890
1996-04-23T00:00:00	 -0.005714	  0.001653	 -0.009820
1996-05-03T00:00:00	 -0.004164	  0.002172	 -0.009751
1996-05-13T00:00:00	 -0.003599	  0.001139	 -0.009682
1996-05-23T00:00:00	 -0.004872	  0.000669	 -0.009612
1996-06-02T00:00:00	 -0.005797	  0.001253	 -0.009542
1996-06-12T00:00:00	 -0.008283	  0.000039	 -0.009473
1996-06-22T00:00:00	 -0.005259	  0.003057	 -0.009403
1996-07-02T00:00:00	 -0.005055	  0.002762	 -0.009333
1996-07-12T00:00:00	 -0.004915	  0.001060	 -0.009263
1996-07-22T00:00:00	 -0.003038	  0.000730	 -0.009194
1996-08-01T00:00:00	 -0.003408	  0.001270	 -0.009124
1996-08-11T00:00:00	 -0.006244	  0.001375	 -0.009054
1996-08-21T00:00:00	 -0.009862	  0.001588	 -0.008984
1996-08-31T00:00:00	 -0.012292	  0.002632	 -0.008914
1996-09-10T00:00:00	 -0.009990	  0.000947	 -0.008844
1996-09-20T00:00:00	 -0.003502	  0.002204	 -0.008773
1996-09-30T00:00:00	 -0.000996	  0.003255	 -0.008703
1996-10-10T00:00:00	 -0.004586	  0.000686	 -0.008633
1996-10-20T00:00:00	 -0.003144	  0.002153	 -0.008563
1996-10-30T00:00:00	 -0.000736	  0.000870	 -0.008492
1996-11-09T00:00:00	 -0.001286	  0.001380	 -0.008422
1996-11-19T00:00:00	 -0.005441	  0.001466	 -0.008351
1996-11-29T00:00:00	 -0.005677	  0.000304	 -0.008281
1996-12-09T00:00:00	 -0.006366	  0.001015	 -0.008210
1996-12-19T00:00:00	 -0.007051	  0.000175	 -0.008140
1996-12-29T00:00:00	 -0.005282	  0.001593	 -0.008069
1997-01-08T00:00:00	 -0.003483	  0.000653	 -0.007998
1997-01-18T00:00:00	 -0.005226	  0.000853	 -0.007928
1997-01-28T00:00:00	 -0.006537	  0.001516	 -0.007857
1997-02-07T00:00:00	 -0.009623	  0.004819	 -0.007786
1997-02-17T00:00:00	 -0.001457	  0.001762	 -0.007715
1997-02-27T00:00:00	 -0.005294	  0.002419	 -0.007644
1997-03-09T00:00:00	 -0.006829	  0.002929	 -0.007573
1997-03-19T00:00:00	 -0.007693	  0.002996	 -0.007502
1997-03-29T00:00:00	 -0.005473	  0.002286	 -0.007431
1997-04-08T00:00:00	 -0.005674	  0.001865	 -0.007360
1997-04-18T00:00:00	 -0.009665	  0.003944	 -0.007288
1997-04-28T00:00:00	 -0.007385	  0.003764	 -0.007217
1997-05-08T00:00:00	 -0.005176	  0.004040	 -0.007146
1997-05-18T00:00:00	 -0.005334	  0.003475	 -0.007074
1997-05-28T00:00:00	 -0.003748	  0.001723	 -0.007003
1997-06-07T00:00:00	 -0.002924	  0.001289	 -0.006931
1997-06-17T00:00:00	 -0.004682	  0.001398	 -0.006860
1997-06-27T00:00:00	 -0.005216	  0.001089	 -0.006788
1997-07-07T00:00:00	 -0.002051	  0.000463	 -0.006717
1997-07-17T00:00:00	 -0.000700	  0.000701	 -0.006645
1997-07-27T00:00:00	 -0.001176	  0.000843	 -0.006573
1997-08-06T00:00:00	 -0.000760	  0.000198	 -0.006501
1997-08-16T00:00:00	 -0.001623	  0.000576	 -0.006430
1997-08-26T00:00:00	 -0.001070	  0.000587	 -0.006358
1997-09-05T00:00:00	 -0.000063	  0.000021	 -0.006286
1997-09-15T00:00:00	  0.003164	  0.000631	 -0.006214
1997-09-25T00:00:00	  0.003336	  0.000881	 -0.006142
1997-10-05T00:00:00	  0.002796	  0.000951	 -0.006070
1997-10-15T00:00:00	  0.000228	  0.000496	 -0.005997
1997-10-25T00:00:00	 -0.000139	  0.001495	 -0.005925
1997-11-04T00:00:00	  0.002093	  0.000250	 -0.005853
1997-11-14T00:00:00	 -0.002563	  0.000607	 -0.005781
1997-11-24T00:00:00	 -0.004123	  0.001235	 -0.005708
1997-12-04T00:00:00	 -0.004088	  0.001441	 -0.005636
1997-12-14T00:00:00	 -0.005094	  0.001495	 -0.005564
1997-12-24T00:00:00	 -0.002915	  0.001311	 -0.005491
1998-01-03T00:00:00	 -0.003274	  0.000929	 -0.005418
1998-01-13T00:00:00	 -0.001243	  0.000969	 -0.005346
1998-01-23T00:00:00	  0.000001	  0.000338	 -0.005273
1998-02-02T00:00:00	 -0.001471	  0.001597	 -0.005201
1998-02-12T00:00:00	 -0.001086	  0.001677	 -0.005128
1998-02-22T00:00:00	  0.000057	  0.000788	 -0.005055
1998-03-04T00:00:00	 -0.002376	  0.000668	 -0.004982
1998-03-14T00:00:00	  0.000168	  0.000092	 -0.004909
1998-03-24T00:00:00	  0.001755	  0.001013	 -0.004836
1998-04-03T00:00:00	  0.000897	  0.001951	 -0.004763
1998-04-13T00:00:00	  0.001534	  0.001064	 -0.004690
1998-04-23T00:00:00	  0.001803	  0.000658	 -0.004617
1998-05-03T00:00:00	  0.000094	  0.001697	 -0.004544
1998-05-13T00:00:00	 -0.000002	  0.002034	 -0.004471
1998-05-23T00:00:00	 -0.001439	  0.003533	 -0.004397
1998-06-02T00:00:00	 -0.004221	  0.000353	 -0.004324
1998-06-12T00:00:00	 -0.003801	  0.000446	 -0.004251
1998-06-22T00:00:00	 -0.002079	  0.000712	 -0.004177
1998-07-02T00:00:00	  0.001118	  0.002024	 -0.004104
1998-07-12T00:00:00	 -0.000848	  0.001459	 -0.004030
1998-07-22T00:00:00	 -0.004118	  0.001099	 -0.003957
1998-08-01T00:00:00	 -0.000455	  0.002865	 -0.003883
1998-08-11T00:00:00	 -0.000192	  0.003744	 -0.003809
1998-08-21T00:00:00	 -0.001444	  0.003666	 -0.003736
1998-08-31T00:00:00	 -0.002067	  0.001258	 -0.003662
1998-09-10T00:00:00	 -0.002616	  0.001471	 -0.003588
1998-09-20T00:00:00	 -0.003208	  0.002342	 -0.003514
1998-09-30T00:00:00	 -0.005467	  0.000607	 -0.003440
1998-10-10T00:00:00	 -0.006699	  0.000521	 -0.003366
1998-10-20T00:00:00	 -0.004748	  0.002066	 -0.003292
1998-10-30T00:00:00	 -0.002152	  0.001080	 -0.003218
1998-11-09T00:00:00	 -0.003743	  0.001552	 -0.003144
1998-11-19T00:00:00	 -0.005715	  0.000063	 -0.003070
1998-11-29T00:00:00	 -0.006745	  0.000097	 -0.002996
1998-12-09T00:00:00	 -0.002736	  0.000561	 -0.002921
1998-12-19T00:00:00	 -0.004837	  0.001263	 -0.002847
1998-12-29T00:00:00	 -0.004935	  0.000988	 -0.002773
1999-01-08T00:00:00	 -0.004138	  0.000396	 -0.002698
1999-01-18T00:00:00	 -0.004323	  0.002031	 -0.002624
1999-01-28T00:00:00	 -0.007168	  0.002869	 -0.002549
1999-02-07T00:00:00	 -0.003700	  0.000365	 -0.002475
1999-02-17T00:00:00	 -0.001501	  0.001282	 -0.002400
1999-02-27T00:00:00	 -0.004795	  0.001010	 -0.002325
1999-03-09T00:00:00	 -0.006675	  0.001526	 -0.002251
1999-03-19T00:00:00	 -0.004581	  0.000975	 -0.002176
1999-03-29T00:00:00	 -0.001665	  0.000596	 -0.002101
1999-04-08T00:00:00	 -0.004535	  0.000868	 -0.002026
1999-04-18T00:00:00	 -0.004417	  0.000612	 -0.001951
1999-04-28T00:00:00	 -0.003612	  0.001589	 -0.001876
1999-05-08T00:00:00	 -0.003236	  0.001653	 -0.001801
1999-05-18T00:00:00	 -0.002209	  0.002897	 -0.001726
1999-05-28T00:00:00	 -0.002170	  0.003920	 -0.001651
1999-06-07T00:00:00	 -0.004905	  0.001202	 -0.001576
1999-06-17T00:00:00	 -0.005526	  0.001982	 -0.001500
1999-06-27T00:00:00	 -0.005930	  0.001321	 -0.001425
1999-07-07T00:00:00	 -0.004249	  0.002039	 -0.001350
1999-07-17T00:00:00	 -0.003740	  0.002492	 -0.001274
1999-07-27T00:00:00	 -0.003727	  0.002526	 -0.001199
1999-08-06T00:00:00	 -0.004951	  0.000521	 -0.001123
1999-08-16T00:00:00	 -0.003011	  0.002284	 -0.001048
1999-08-26T00:00:00	 -0.000745	  0.002690	 -0.000972
1999-09-05T00:00:00	 -0.002866	  0.002075	 -0.000897
1999-09-15T00:00:00	 -0.002895	  0.000835	 -0.000821
1999-09-25T00:00:00	 -0.000924	  0.000901	 -0.000745
1999-10-05T00:00:00	  0.000522	  0.001431	 -0.000669
1999-10-15T00:00:00	  0.000784	  0.000827	 -0.000593
1999-10-25T00:00:00	 -0.000432	  0.000202	 -0.000518
1999-11-04T00:00:00	 -0.001203	  0.000507	 -0.000442
1999-11-14T00:00:00	 -0.001398	  0.000138	 -0.000366
1999-11-24T00:00:00	  0.000710	  0.001022	 -0.000290
1999-12-04T00:00:00	  0.002114	  0.002340	 -0.000213
1999-12-14T00:00:00	  0.003213	  0.000441	 -0.000137
1999-12-24T00:00:00	  0.002250	  0.000204	 -0.000061
2000-01-03T00:00:00	  0.001636	  0.000801	  0.000015
2000-01-13T00:00:00	  0.002217	  0.000688	  0.000092
2000-01-23T00:00:00	  0.000109	  0.002674	  0.000168
2000-02-02T00:00:00	 -0.000796	  0.003060	  0.000244
2000-02-12T00:00:00	 -0.002851	  0.002615	  0.000321
2000-02-22T00:00:00	 -0.001415	  0.003247	  0.000397
2000-03-03T00:00:00	  0.002112	  0.002086	  0.000474
2000-03-13T00:00:00	  0.000310	  0.002643	  0.000551
2000-03-23T00:00:00	  0.002845	  0.000880	  0.000627
2000-04-02T00:00:00	  0.000353	  0.003199	  0.000704
2000-04-12T00:00:00	 -0.003974	  0.003299	  0.000781
2000-04-22T00:00:00	 -0.003993	  0.003622	  0.000858
2000-05-02T00:00:00	 -0.003777	  0.003038	  0.000934
2000-05-12T00:00:00	 -0.002340	  0.002967	  0.001011
2000-05-22T00:00:00	 -0.002534	  0.002341	  0.001088
2000-06-01T00:00:00	 -0.002866	  0.001809	  0.001165
2000-06-11T00:00:00	 -0.000900	  0.001072	  0.001242
2000-06-21T00:00:00	 -0.000617	  0.002644	  0.001320
2000-07-01T00:00:00	 -0.000472	  0.003547	  0.001397
2000-07-11T00:00:00	 -0.000258	  0.001135	  0.001474
2000-07-21T00:00:00	 -0.001069	  0.002903	  0.001551
2000-07-31T00:00:00	 -0.001138	  0.001916	  0.001629
2000-08-10T00:00:00	  0.000174	  0.002236	  0.001706
2000-08-20T00:00:00	  0.000507	  0.002747	  0.001783
2000-08-30T00:00:00	 -0.001475	  0.002212	  0.001861
2000-09-09T00:00:00	 -0.002442	  0.003511	  0.001938
2000-09-19T00:00:00	 -0.000863	  0.003770	  0.002016
2000-09-29T00:00:00	  0.001073	  0.004498	  0.002094
2000-10-09T00:00:00	  0.001527	  0.001725	  0.002171
2000-10-19T00:00:00	 -0.000571	  0.002375	  0.002249
2000-10-29T00:00:00	  0.003217	  0.003400	  0.002327
2000-11-08T00:00:00	  0.002211	  0.001270	  0.002405
2000-11-18T00:00:00	  0.001138	  0.001974	  0.002483
2000-11-28T00:00:00	  0.000896	  0.002105	  0.002561
2000-12-08T00:00:00	 -0.003470	  0.003589	  0.002639
2000-12-18T00:00:00	 -0.001707	  0.001454	  0.002717
2000-12-28T00:00:00	  0.002889	  0.001282	  0.002795
2001-01-07T00:00:00	  0.003374	  0.002114	  0.002873
2001-01-17T00:00:00	  0.000637	  0.004767	  0.002951
2001-01-27T00:00:00	  0.001805	  0.002481	  0.003029
2001-02-06T00:00:00	  0.001688	  0.002711	  0.003108
2001-02-16T00:00:00	  0.001232	  0.002450	  0.003186
2001-02-26T00:00:00	  0.003208	  0.002187	  0.003264
2001-03-08T00:00:00	  0.007465	  0.001661	  0.003343
2001-03-18T00:00:00	  0.003964	  0.000364	  0.003421
2001-03-28T00:00:00	  0.004984	  0.002033	  0.003500
2001-04-07T00:00:00	  0.000517	  0.004083	  0.003579
2001-04-17T00:00:00	  0.001626	  0.003437	  0.003657
2001-04-27T00:00:00	  0.002537	  0.002314	  0.003736
2001-05-07T00:00:00	  0.003527	  0.002057	  0.003815
2001-05-17T00:00:00	  0.003066	  0.002245	  0.003893
2001-05-27T00:00:00	  0.000023	  0.004099	  0.003972
2001-06-06T00:00:00	 -0.000088	  0.001958	  0.004051
2001-06-16T00:00:00	  0.001706	  0.000796	  0.004130
2001-06-26T00:00:00	  0.006436	  0.001441	  0.004209
2001-07-06T00:00:00	  0.007374	  0.001654	  0.004288
2001-07-16T00:00:00	  0.006513	  0.001750	  0.004367
2001-07-26T00:00:00	  0.004681	  0.001510	  0.004447
2001-08-05T00:00:00	  0.007730	  0.001425	  0.004526
2001-08-15T00:00:00	  0.003859	  0.000799	  0.004605
2001-08-25T00:00:00	  0.002828	  0.001684	  0.004684
2001-09-04T00:00:00	  0.005255	  0.000736	  0.004764
2001-09-14T00:00:00	  0.008768	  0.000304	  0.004843
2001-09-24T00:00:00	  0.006742	  0.002134	  0.004923
2001-10-04T00:00:00	  0.006543	  0.001885	  0.005002
2001-10-14T00:00:00	  0.003731	  0.002316	  0.005082
2001-10-24T00:00:00	  0.004606	  0.001328	  0.005161
2001-11-03T00:00:00	  0.008810	  0.002140	  0.005241
2001-11-13T00:00:00	  0.009702	  0.000920	  0.005321
2001-11-23T00:00:00	  0.006467	  0.002041	  0.005401
2001-12-03T00:00:00	  0.005816	  0.001185	  0.005480
2001-12-13T00:00:00	  0.004593	  0.000392	  0.005560
2001-12-23T00:00:00	  0.005653	  0.001744	  0.005640
2002-01-02T00:00:00	  0.007572	  0.001714	  0.005720
2002-01-12T00:00:00	  0.004985	  0.001625	  0.005800
2002-01-22T00:00:00	  0.005149	  0.000910	  0.005880
2002-02-01T00:00:00	  0.009239	  0.001023	  0.005960
2002-02-11T00:00:00	  0.009507	  0.000995	  0.006041
2002-02-21T00:00:00	  0.010769	  0.001002	  0.006121
2002-03-03T00:00:00	  0.009441	  0.000835	  0.006201
2002-03-13T00:00:00	  0.005775	  0.001185	  0.006282
2002-03-23T00:00:00	  0.005681	  0.001319	  0.006362
2002-04-02T00:00:00	  0.007267	  0.000711	  0.006442
2002-04-12T00:00:00	  0.008178	  0.001004	  0.006523
2002-04-22T00:00:00	  0.005924	  0.000923	  0.006603
2002-05-02T00:00:00	  0.008004	  0.001034	  0.006684
2002-05-12T00:00:00	  0.006620	  0.000861	  0.006765
2002-05-22T00:00:00	  0.006204	  0.001163	  0.006845
2002-06-01T00:00:00	  0.005519	  0.001743	  0.006926
2002-06-11T00:00:00	  0.005345	  0.001155	  0.007007
2002-06-21T00:00:00	  0.008514	  0.001274	  0.007088
2002-07-01T00:00:00	  0.009962	  0.000999	  0.007169
2002-07-11T00:00:00	  0.008202	  0.001735	  0.007250
2002-07-21T00:00:00	  0.010746	  0.002581	  0.007331
2002-07-31T00:00:00	  0.009896	  0.002580	  0.007412
2002-08-10T00:00:00	  0.010747	  0.002513	  0.007493
2002-08-20T00:00:00	  0.010341	  0.002228	  0.007574
2002-08-30T00:00:00	  0.009843	  0.001540	  0.007655
2002-09-09T00:00:00	  0.007784	  0.001179	  0.007736
2002-09-19T00:00:00	  0.007655	  0.000798	  0.007818
2002-09-29T00:00:00	  0.007106	  0.002032	  0.007899
2002-10-09T00:00:00	  0.007223	  0.002668	  0.007980
2002-10-19T00:00:00	  0.013146	  0.000995	  0.008062
2002-10-29T00:00:00	  0.011823	  0.000948	  0.008143
2002-11-08T00:00:00	  0.008547	  0.001833	  0.008225
2002-11-18T00:00:00	  0.009338	  0.001141	  0.008306
2002-11-28T00:00:00	  0.012277	  0.000929	  0.008388
2002-12-08T00:00:00	  0.014493	  0.001824	  0.008470
2002-12-18T00:00:00	  0.013274	  0.001592	  0.008552
2002-12-28T00:00:00	  0.012174	  0.001849	  0.008633
2003-01-07T00:00:00	  0.012913	  0.002212	  0.008715
2003-01-17T00:00:00	  0.012670	  0.000809	  0.008797
2003-01-27T00:00:00	  0.016070	  0.001436	  0.008879
2003-02-06T00:00:00	  0.015992	  0.001037	  0.008961
2003-02-16T00:00:00	  0.013750	  0.000970	  0.009043
2003-02-26T00:00:00	  0.012681	  0.001891	  0.009125
2003-03-08T00:00:00	  0.012020	  0.001103	  0.009208
2003-03-18T00:00:00	  0.013131	  0.000436	  0.009290
2003-03-28T00:00:00	  0.012934	  0.001404	  0.009372
2003-04-07T00:00:00	  0.013500	  0.001526	  0.009454
2003-04-17T00:00:00	  0.013394	  0.002241	  0.009537
2003-04-27T00:00:00	  0.011571	  0.001001	  0.009619
2003-05-07T00:00:00	  0.012602	  0.001313	  0.009702
2003-05-17T00:00:00	  0.012589	  0.002103	  0.009784
2003-05-27T00:00:00	  0.014435	  0.001726	  0.009867
2003-06-06T00:00:00	  0.013498	  0.002018	  0.009949
2003-06-16T00:00:00	  0.013143	  0.001843	  0.010032
2003-06-26T00:00:00	  0.012225	  0.001978	  0.010115
2003-07-06T00:00:00	  0.010723	  0.001391	  0.010198
2003-07-16T00:00:00	  0.012704	  0.001112	  0.010280
2003-07-26T00:00:00	  0.012188	  0.001607	  0.010363
2003-08-05T00:00:00	  0.011641	  0.000734	  0.010446
2003-08-15T00:00:00	  0.010526	  0.000519	  0.010529
2003-08-25T00:00:00	  0.011277	  0.000067	  0.010612
2003-09-04T00:00:00	  0.012888	  0.000755	  0.010695
2003-09-14T00:00:00	  0.012075	  0.002028	  0.010778
2003-09-24T00:00:00	  0.012228	  0.001587	  0.010862
2003-10-04T00:00:00	  0.014231	  0.000684	  0.010945
2003-10-14T00:00:00	  0.013894	  0.001229	  0.011028
2003-10-24T00:00:00	  0.012832	  0.001195	  0.011112
2003-11-03T00:00:00	  0.011439	  0.002155	  0.011195
