# column 1: time (years from 2000)
# column 2: mean sea level corrected for GIA, seasonal signal removed (mm)
     -7.0385    -21.1369
     -7.0133    -21.8285
     -6.9876    -17.2817
     -6.9592    -21.0161
     -6.9339    -25.2014
     -6.9024    -28.4508
     -6.8792    -25.9521
     -6.8506    -19.6459
     -6.8233    -16.4831
     -6.7962    -16.8076
     -6.7691    -20.1547
     -6.7147    -23.1804
     -6.6876    -16.8642
     -6.6605    -16.3977
     -6.6333    -13.5846
     -6.6062    -18.3503
     -6.5791    -22.9377
     -6.5519    -20.0019
     -6.5247    -15.5064
     -6.4978    -12.8109
     -6.4704    -13.8623
     -6.4162    -22.7277
     -6.3882    -19.8617
     -6.3618    -16.0128
     -6.3347    -12.3781
     -6.3075    -14.4753
     -6.2810    -20.9142
     -6.2533    -21.4664
     -6.2260    -16.8234
     -6.1990    -17.5483
     -6.1446    -14.3265
     -6.1174    -20.2012
     -6.0901    -20.7809
     -6.0632    -18.4466
     -6.0360    -10.8558
     -6.0092     -9.0007
     -5.9818    -17.5311
     -5.9546    -17.3283
     -5.9275    -18.5273
     -5.9003    -19.9447
     -5.8732    -18.0765
     -5.8460    -11.4936
     -5.8190    -10.6468
     -5.7646    -15.4267
     -5.7374    -13.1240
     -5.7103    -10.9202
     -5.6831     -8.2803
     -5.6560    -11.8888
     -5.6289    -16.7536
     -5.6017    -19.7029
     -5.5746    -16.7823
     -5.5474    -10.3495
     -5.4932    -17.3911
     -5.4660    -16.1713
     -5.4388    -19.1382
     -5.4117    -15.5012
     -5.3845    -12.9446
     -5.3574    -10.0322
     -5.3302    -12.8088
     -5.3031    -15.3029
     -5.2760    -17.9439
     -5.2489    -16.6544
     -5.2217    -15.0754
     -5.1945     -8.9613
     -5.1674    -10.6876
     -5.1131    -18.5969
     -5.0859    -18.8569
     -5.0587     -9.0016
     -5.0315     -8.0090
     -5.0044    -11.1586
     -4.9773    -14.0189
     -4.9502    -16.2476
     -4.9230     -7.8814
     -4.8959     -8.2357
     -4.8687     -9.4005
     -4.8416     -9.5432
     -4.7872     -8.0557
     -4.7601    -13.2981
     -4.7330     -7.6808
     -4.7058     -5.4567
     -4.6787     -9.3919
     -4.6244    -13.9192
     -4.5971    -10.6522
     -4.5701     -5.2268
     -4.5430     -8.3977
     -4.5159    -14.0286
     -4.4615    -17.9855
     -4.4344    -13.8846
     -4.4072    -11.1784
     -4.3800     -8.3493
     -4.3529    -13.4559
     -4.3259    -14.8355
     -4.2986    -11.8315
     -4.2714     -4.8569
     -4.2443     -7.8396
     -4.2172     -9.5240
     -4.1628    -14.0498
     -4.1357    -13.3780
     -4.1100     -9.1213
     -4.0543     -6.4561
     -4.0272     -7.1670
     -4.0001    -12.5314
     -3.9729    -14.4145
     -3.9466    -11.6869
     -3.9185     -6.3422
     -3.8915     -2.3325
     -3.8368     -8.3012
     -3.8100    -11.2844
     -3.7828     -7.7301
     -3.7557     -3.2657
     -3.7285     -6.2345
     -3.7014    -10.5890
     -3.6742    -10.7997
     -3.6471     -8.2591
     -3.6200     -5.4821
     -3.5928     -3.5025
     -3.5657     -6.3716
     -3.5113    -11.9934
     -3.4842     -9.7652
     -3.4571     -5.3048
     -3.4299     -1.0362
     -3.4027     -4.4622
     -3.3755    -10.9597
     -3.3485    -12.3809
     -3.3213    -14.0721
     -3.2946     -8.0454
     -3.2664     -1.9776
     -3.2399     -1.3174
     -3.1855      4.3341
     -3.1584      4.2940
     -3.1312      1.0047
     -3.1041     -5.3689
     -3.0770     -7.8844
     -3.0498    -10.6088
     -3.0229    -16.6317
     -2.9955    -12.4999
     -2.9684     -6.3101
     -2.9412     -6.2030
     -2.9141     -6.5094
     -2.8598     -9.7632
     -2.8327     -7.3544
     -2.8055     -5.4559
     -2.7783     -3.2036
     -2.7512     -4.8324
     -2.7240     -8.7856
     -2.6969    -11.3176
     -2.6698     -7.2033
     -2.6426     -1.7387
     -2.6155     -4.0423
     -2.5884     -3.8507
     -2.5340    -10.6995
     -2.5071     -5.6642
     -2.4798     -2.5593
     -2.4526      2.8706
     -2.4255     -2.6927
     -2.3712     -5.5683
     -2.3439     -2.8095
     -2.3170      0.5010
     -2.2897      3.7193
     -2.2625     -0.1667
     -2.2083     -3.7991
     -2.1811     -1.7576
     -2.1540      2.6448
     -2.1268     -2.8072
     -2.0999     -7.3556
     -2.0726     -9.9474
     -2.0454    -12.2625
     -2.0182     -5.8816
     -1.9917     -3.1930
     -1.9639     -1.2130
     -1.9096     -6.3821
     -1.8825     -5.8428
     -1.8554     -2.9006
     -1.8282     -0.3143
     -1.8011      0.1722
     -1.7739     -2.8773
     -1.7468     -6.6963
     -1.7208     -5.1201
     -1.6925     -0.1420
     -1.6653      0.9972
     -1.6382     -2.3151
     -1.5842    -11.1005
     -1.5568     -8.8615
     -1.5296     -5.4538
     -1.5024      0.8650
     -1.4753     -0.8581
     -1.4482     -6.5587
     -1.3937     -6.8415
     -1.3667     -5.3825
     -1.3396     -2.5349
     -1.3124     -3.4331
     -1.2852    -10.4015
     -1.2581    -10.9651
     -1.2311     -9.7552
     -1.1766     -1.3418
     -1.1495     -5.0978
     -1.1224    -11.1138
     -1.0954    -16.2311
     -1.0680     -8.9030
     -1.0409     -6.8146
     -1.0137     -2.1417
     -0.9866     -4.8574
     -0.9595     -6.5214
     -0.9052     -8.6609
     -0.8743      7.2289
     -0.8509      2.5571
     -0.8237     -2.0775
     -0.7966     -7.3014
     -0.7694     -5.7496
     -0.7423     -3.1586
     -0.7152     -0.4758
     -0.6608     -3.0982
